sentence,is_goal
ALLIANZ GROUP will train ALLIANZ GROUP underwriting and risk management experts on the new version of the ESG assessment guidelines .,N
"Investment Management , ALLIANZ GROUP systematically assess the ESG performance across ALLIANZ GROUP entire investment portfolio and ALLIANZ GROUP are continuously enhancing and expanding ALLIANZ GROUP approach .",N
"For example , for traded assets ALLIANZ GROUP are beginning to enter target orientated dialogues with investee companies where ALLIANZ GROUP see material ESG risks , aiming to strengthen investee companies awareness of ESG issues and encourage improvements .",N
"If ALLIANZ GROUP do n’t see improvement over time , ALLIANZ GROUP ultimately need to divest . ”",N
"About Sustainability Report role as an investor is two fold : firstly , as an asset owner ALLIANZ GROUP invest ALLIANZ GROUP proprietary assets , mainly the premiums collected from ALLIANZ GROUP insurance customers ; and secondly , as an asset manager , ALLIANZ GROUP invest third party assets on behalf of ALLIANZ GROUP customers .",N
"In both roles , ALLIANZ GROUP are committed to the Principles for Responsible Investment ( PRI)which ALLIANZ GROUP has signed as an asset owner and Allianz Global Corporate and Specialty.4 Allianz Climate Solutions and the Pacific Investment Management Company have signed as asset managers .",N
"As a leading global investor , ALLIANZ GROUP are convinced that a strong approach towards ESG management is key to mitigating our risks and seizing opportunities .",N
"ALLIANZ GROUP want to create a lasting positive legacy for society through ALLIANZ GROUP investments , and ALLIANZ GROUP strongly believe that sustainable business practices improve the   financial performance of companies .",Y
That is why ALLIANZ GROUP consider ESG aspects whenever ALLIANZ GROUP allocate money .,N
All asset managers acting on behalf of ALLIANZ GROUP are required to integrate ESG into All asset managers acting on behalf of Allianz investment process .,N
"For unlisted investments such as real estate , infrastructure and private equity , ALLIANZ GROUP address ESG risks using ALLIANZ GROUP referral process ( see page 20 ) .",N
ALLIANZ GROUP have developed guidelines that apply to 13 sensitive business areas and ESG screening is mandatory for all transactions within 13 sensitive business areas .,N
"Based on the outcome of detailed assessment of the potential risk , ALLIANZ GROUP make the decision either to proceed with a transaction , to proceed and require the mitigation and management of THE SDGS risks , or to decline a transaction on ESG grounds.3 . Systematic integration of ESG factors – ESG   Scoring :",N
"ALLIANZ GROUP apply an ESG Scoring process to all ALLIANZ GROUP listed assets including sovereign bonds , corporate bonds and public equity .",N
"ALLIANZ GROUP use ESG data provided by the external data provider , MSCI ESG Research to consider ESG criteria in ALLIANZ GROUP investment selection , leading to a more holistic steering of ALLIANZ GROUP portfolio and targeted management of ESG risks and opportunities .",N
ALLIANZ GROUP have set an ESG performance threshold below which ALLIANZ GROUP consider investments as ‘ ESG critical ’ .,N
", ALLIANZ GROUP have seen shifts in the electricity generation and mining sectors .",N
"ALLIANZ GROUP update the coal exclusion list annually based on the current market data , leading to certain companies being removed from and added to ALLIANZ GROUP exclusion list .",N
ALLIANZ GROUP invests more than 690 billion Euro – mainly premiums from ALLIANZ GROUP insurance business – in a wide range of asset classes .,N
ALLIANZ GROUP systematically integrate ESG considerations across ALLIANZ GROUP entire investment portfolio and ALLIANZ GROUP are continuously enhancing and deepening ALLIANZ GROUP approach .,N
4 . Excluding certain sectors : ALLIANZ GROUP apply exclusion criteria that restrict investments in certain sectors – for example companies producing or associated with banned weapons9 and coal based business models.10,N
"With a focus on financing a low carbon economy , ALLIANZ GROUP are steadily increasing ALLIANZ GROUP green investments and have become one of the largest investors in renewable energy ( see box above ) .",N
ALLIANZ GROUP are increasingly looking for investment opportunities in sustainable infrastructure in emerging economies .,N
"emerging economies face large financing gaps and , with ALLIANZ GROUP investments alongside multilateral development banks and other partners , ALLIANZ GROUP can support sustainable development and economic growth .",N
Some examples include ALLIANZ GROUP partnership with the International Finance Corporation ( IFC ) through which ALLIANZ GROUP will be investing 500 million U.S. Dollars in infrastructure projects in   emerging countries .,N
"Strategy is being funded by an innovative special purpose company , Bazalgette Tunnel Limited , a consortium of investors comprising funds managed by ALLIANZ GROUP , Amber Infrastructure Group , Dalmore Capital and DIF .",N
"Together , an innovative special purpose company , Bazalgette Tunnel Limited , a consortium of investors comprising funds managed by Allianz , Amber Infrastructure Group , Dalmore Capital and DIF is investing up to 1.274 billion pounds into Rimba Raya .",N
"Rimba Raya is expected to be commissioned in 2022 with construction due to be completed by early 2024.Financing a low carbon economyACP is ALLIANZ GROUP in house asset manager for alternative equity investments , including renewable energy .",N
"Next to our equity investments in renewable energy , ALLIANZ GROUP provided debt financing to renewable energy projects amounting to over 1.9 billion Euro by the end of 2017 ( 2016 : 1.1 billion Euro).In total ALLIANZ GROUP have invested 5.6 billion Euro in renewable energy projects , including 81 wind parks and seven solar farms .",N
"Through various fund investments , ALLIANZ GROUP are financing energy innovations , energy efficiency measures , and renewable energy on a small and large scale to enable a global energy transition .",N
"In line with ALLIANZ GROUP PRI commitment , ALLIANZ GROUP help to increase ESG integration and transparency by working with ALLIANZ GROUP peers , regulators , and other market participants .",N
"ALLIANZ GROUP are actively engaging with selected investee companies as an asset owner ( see case study left side ) and ALLIANZ GROUP two asset managers , Oliver Bäte , along with other CEOs of leading companies and PIMCO , conduct ongoing ESG specific engagement with investee companies ( see page 41f ) .",N
", ALLIANZ GROUP are a staunch supporter of the recommendations on how companies should report on companies climate risks and opportunities – developed by the low carbon economy .",N
ALLIANZ GROUP encourage all companies to implement the TCFD framework and have started doing so for ALLIANZ GROUP .,N
"Read online here .Furthermore , ALLIANZ GROUP are calling for regulatory measures such as carbon pricing and the phase out of subsidies for fossil fuels to drive sustainable finance and enable the achievement of the Paris Climate Agreement , as well as the Sustainable Development Goals .",N
the second Allianz Climate and Energy Monitor analyzes the G20 countries ’ need for renewable energy investments to bring the energy system on a trajectory compatible with the 2 ° C/1.5 ° C temperature limits of the Paris Climate Agreement .,N
"Futhermore , the second Allianz Climate and Energy Monitor assesses the attractiveness of the regulatory and economic conditions in the G20 countries for potential renewable energy investors .",N
"June 2017 the second Allianz Climate and Energy Monitor 2017Assessing the needs and attractiveness of low carbon investments in G20 countriesEngaging investee companies as a tool for positive changeIn 2017 , ALLIANZ GROUP introduced a more systematic approach to engaging with investee companies based on detailed analysis and identification of companies falling below our ESG Scoring threshold .",N
"Through engaging , ALLIANZ GROUP have identified a number of companies where there may be material ESG risks and concerns – ranging from toxic emissions and waste to child labor and negative impacts on communities .",N
"ALLIANZ GROUP have entered into collaborative dialogue with a number of companies where there may be material ESG risks and concerns – ranging from toxic emissions and waste to child labor and negative impacts on communities to communicate ALLIANZ GROUP concerns , understand a number of companies where there may be material ESG risks and concerns – ranging from toxic emissions and waste to child labor and negative impacts on communities position and , ultimately , drive positive change .",N
